5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
9/14/2022 0:10,12,70.30,53,65.30,21,63.80,12,60.00,98,64.90,4,0.00
9/14/2022 0:15,9,70.30,51,65.30,19,63.80,10,60.00,89,64.90,4,0.00
9/14/2022 0:20,9,70.20,51,65.20,19,63.80,10,60.00,89,64.80,4,0.00
9/14/2022 0:25,8,70.30,49,65.30,18,63.80,9,60.00,84,64.90,4,0.00
9/14/2022 0:30,11,70.40,53,65.40,20,63.90,12,60.10,96,65.00,4,0.00
9/14/2022 0:35,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/14/2022 0:40,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/14/2022 0:45,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/14/2022 0:50,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/14/2022 0:55,8,70.40,50,65.40,18,63.90,10,60.10,86,64.90,4,0.00
9/14/2022 1:00,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/14/2022 1:05,9,70.10,51,65.10,19,63.70,10,59.90,89,64.70,4,0.00
9/14/2022 1:10,7,70.20,49,65.20,18,63.80,9,60.00,83,64.70,4,0.00
9/14/2022 1:15,8,70.30,50,65.30,18,63.80,10,60.00,86,64.80,4,0.00
9/14/2022 1:20,9,70.30,51,65.30,19,63.80,10,60.00,89,64.90,4,0.00
9/14/2022 1:25,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/14/2022 1:30,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/14/2022 1:35,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/14/2022 1:40,9,70.50,51,65.40,19,64.00,10,60.20,89,65.10,4,0.00
9/14/2022 1:45,8,70.20,50,65.20,18,63.80,10,60.00,86,64.80,4,0.00
9/14/2022 1:50,8,70.30,50,65.30,18,63.80,10,60.00,86,64.80,4,0.00
9/14/2022 1:55,7,70.40,49,65.40,18,63.90,9,60.10,83,64.90,4,0.00
9/14/2022 2:00,9,70.40,51,65.40,19,63.90,10,60.10,89,65.00,4,0.00
9/14/2022 2:05,6,70.40,49,65.40,17,63.90,9,60.10,81,64.90,4,0.00
9/14/2022 2:10,10,70.50,52,65.40,20,64.00,11,60.20,93,65.10,4,0.00
9/14/2022 2:15,10,70.30,52,65.30,20,63.80,11,60.00,93,64.90,4,0.00
9/14/2022 2:20,5,70.40,48,65.40,16,63.90,8,60.10,77,64.80,4,0.00
9/14/2022 2:25,10,70.40,52,65.40,20,63.90,11,60.10,93,65.00,4,0.00
9/14/2022 2:30,12,70.40,53,65.40,21,63.90,12,60.10,98,65.00,4,0.00
9/14/2022 2:35,13,70.40,54,65.40,22,63.90,13,60.10,102,65.00,4,0.00
9/14/2022 2:40,12,70.30,53,65.30,21,63.80,12,60.00,98,64.90,4,0.00
9/14/2022 2:45,16,70.40,57,65.40,24,63.90,14,60.10,111,65.10,4,0.00
9/14/2022 2:50,10,70.20,52,65.20,20,63.80,11,60.00,93,64.80,4,0.00
9/14/2022 2:55,10,70.30,52,65.30,20,63.80,11,60.00,93,64.90,4,0.00
9/14/2022 3:00,13,70.30,54,65.30,22,63.80,13,60.00,102,64.90,4,0.00
9/14/2022 3:05,18,70.30,58,65.30,25,63.80,16,60.00,117,65.00,4,0.00
9/14/2022 3:10,12,70.40,53,65.40,21,63.90,12,60.10,98,65.00,4,0.00
9/14/2022 3:15,18,70.30,58,65.30,25,63.80,16,60.00,117,65.00,4,0.00
9/14/2022 3:20,18,70.10,58,65.10,25,63.70,16,59.90,117,64.90,4,0.00
9/14/2022 3:25,15,70.10,56,65.10,23,63.70,14,59.90,108,64.80,4,0.00
9/14/2022 3:30,25,70.70,64,65.60,31,64.20,20,60.40,140,65.50,4,0.00
9/14/2022 3:35,26,70.60,65,65.50,31,64.10,21,60.30,143,65.40,4,0.00
9/14/2022 3:40,22,70.50,62,65.40,29,64.00,18,60.20,131,65.30,4,0.00
9/14/2022 3:45,26,70.70,65,65.60,31,64.20,21,60.40,143,65.50,4,0.00
9/14/2022 3:50,30,70.50,68,65.40,34,64.00,23,60.20,155,65.30,4,0.00
9/14/2022 3:55,22,70.30,62,65.30,29,63.80,18,60.00,131,65.10,4,0.00
9/14/2022 4:00,30,70.20,68,65.20,34,63.80,23,60.00,155,65.10,4,0.00
9/14/2022 4:05,39,70.40,75,65.40,40,63.90,28,60.10,182,65.30,4,0.00
9/14/2022 4:10,44,70.40,80,65.40,44,63.90,32,60.10,200,65.30,4,0.00
9/14/2022 4:15,46,70.10,82,65.10,46,63.70,33,59.90,207,65.10,4,0.00
9/14/2022 4:20,57,70.70,90,65.60,53,64.20,39,60.40,239,65.70,4,0.00
9/14/2022 4:25,57,70.00,90,65.00,53,63.60,39,59.70,239,65.00,4,0.00
9/14/2022 4:30,67,69.70,99,64.70,61,63.30,46,59.50,273,64.70,4,0.00
9/14/2022 4:35,73,69.90,104,64.90,65,63.50,49,59.70,291,65.00,4,0.00
9/14/2022 4:40,88,70.00,117,65.00,76,63.60,58,59.70,339,65.10,4,0.00
9/14/2022 4:45,80,70.70,110,65.60,71,64.20,54,60.40,315,65.70,4,0.00
9/14/2022 4:50,82,70.10,112,65.10,72,63.70,55,59.90,321,65.20,4,0.00
9/14/2022 4:55,81,70.20,111,65.20,71,63.80,54,60.00,317,65.30,4,0.00
9/14/2022 5:00,109,70.90,134,65.80,91,64.40,71,60.60,405,65.90,4,0.00
9/14/2022 5:05,98,71.20,125,66.00,84,64.60,65,60.80,372,66.20,4,0.00
9/14/2022 5:10,137,71.10,158,66.00,112,64.50,89,60.70,496,66.10,4,0.00
9/14/2022 5:15,132,71.00,153,65.90,108,64.50,85,60.60,478,66.00,4,0.00
9/14/2022 5:20,148,71.20,166,66.00,119,64.60,95,60.80,528,66.20,4,0.00
9/14/2022 5:25,132,71.00,153,65.90,108,64.50,85,60.60,478,66.00,4,0.00
9/14/2022 5:30,158,70.30,175,65.20,127,63.90,101,60.00,561,65.40,4,0.00
9/14/2022 5:35,161,70.20,177,65.20,129,63.80,103,59.90,570,65.30,4,0.00
9/14/2022 5:40,145,70.10,164,65.10,117,63.70,93,59.80,519,65.20,4,0.00
9/14/2022 5:45,164,69.70,180,64.70,131,63.30,105,59.50,580,64.90,4,0.00
9/14/2022 5:50,148,69.20,166,64.30,119,62.80,95,59.10,528,64.40,4,0.00
9/14/2022 5:55,148,69.90,166,64.90,119,63.50,95,59.70,528,65.00,4,0.00
9/14/2022 6:00,145,69.10,164,64.20,117,62.80,93,59.00,519,64.30,4,0.00
9/14/2022 6:05,157,69.70,174,64.70,126,63.30,101,59.40,558,64.80,4,0.00
9/14/2022 6:10,161,68.20,177,63.40,129,62.00,103,58.30,570,63.50,4,0.00
9/14/2022 6:15,167,68.00,182,63.30,133,61.80,106,58.10,588,63.40,4,0.00
9/14/2022 6:20,166,68.70,181,63.90,132,62.40,106,58.60,585,64.00,4,0.00
9/14/2022 6:25,169,67.70,184,63.10,135,61.60,108,57.90,596,63.10,4,0.00
9/14/2022 6:30,146,67.30,165,62.80,118,61.30,94,57.60,523,62.80,4,0.00
9/14/2022 6:35,170,66.50,185,62.10,136,60.60,109,56.90,600,62.00,4,0.00
9/14/2022 6:40,159,64.60,176,60.50,128,58.80,102,55.30,565,60.30,4,0.00
9/14/2022 6:45,178,66.70,192,62.30,141,60.80,113,57.10,624,62.30,4,0.00
9/14/2022 6:50,170,66.70,185,62.20,136,60.60,109,57.00,600,62.20,4,0.00
9/14/2022 6:55,165,65.90,181,61.60,132,60.10,105,56.50,583,61.50,4,0.00
9/14/2022 7:00,159,62.00,176,58.10,128,56.60,102,53.00,565,57.90,4,0.00
9/14/2022 7:05,162,63.20,178,59.20,130,57.60,104,54.00,574,59.00,4,0.00
9/14/2022 7:10,173,62.40,188,58.50,138,56.90,110,53.30,609,58.30,4,0.00
9/14/2022 7:15,155,62.60,173,58.60,125,57.10,100,53.50,553,58.50,4,0.00
9/14/2022 7:20,156,61.80,173,58.00,125,56.40,100,52.80,554,57.80,4,0.00
9/14/2022 7:25,176,62.50,190,58.60,140,57.00,112,53.40,618,58.40,4,0.00
9/14/2022 7:30,158,61.80,175,58.00,127,56.40,101,52.80,561,57.80,4,0.00
9/14/2022 7:35,169,62.40,184,58.50,134,56.90,108,53.30,595,58.30,4,0.00
9/14/2022 7:40,180,61.20,193,57.40,143,55.90,115,52.30,631,57.20,4,0.00
9/14/2022 7:45,172,59.80,187,56.30,137,54.60,110,51.10,606,56.00,4,0.00
9/14/2022 7:50,145,52.20,164,50.70,117,48.70,93,45.90,519,49.80,4,0.00
9/14/2022 7:55,133,41.00,155,41.70,111,39.40,88,37.30,487,40.20,4,0.00
9/14/2022 8:00,146,33.70,166,35.80,120,33.20,96,31.70,528,33.90,4,0.00
9/14/2022 8:05,125,31.10,148,33.70,104,31.00,83,29.60,460,31.70,4,0.00
9/14/2022 8:10,126,31.10,148,33.70,103,31.00,82,29.60,459,31.70,4,0.00
9/14/2022 8:15,132,29.50,154,32.50,110,29.80,87,28.40,483,30.30,4,0.00
9/14/2022 8:20,144,29.80,165,32.70,119,30.00,95,28.60,523,30.50,4,0.00
9/14/2022 8:25,143,27.00,163,30.40,118,27.60,95,26.50,519,28.10,4,0.00
9/14/2022 8:30,167,26.10,183,29.70,136,26.90,110,25.80,596,27.40,4,0.00
9/14/2022 8:35,164,27.00,180,30.40,135,27.60,112,26.50,591,28.10,4,0.00
9/14/2022 8:40,161,27.70,178,31.00,132,28.20,106,26.60,577,28.70,4,0.00
9/14/2022 8:45,173,27.90,189,31.20,141,28.00,114,26.50,617,28.70,4,0.00
9/14/2022 8:50,146,27.50,166,30.80,120,27.60,96,26.00,528,28.30,4,0.00
9/14/2022 8:55,166,28.80,182,30.50,135,27.20,109,25.70,592,28.40,4,0.00
9/14/2022 9:00,130,29.00,152,30.80,108,27.60,86,26.00,476,28.70,4,0.00
9/14/2022 9:05,164,27.10,180,30.60,135,27.80,109,26.60,588,28.20,4,0.00
9/14/2022 9:10,147,28.10,167,31.30,121,28.60,97,27.30,532,29.10,4,0.00
9/14/2022 9:15,162,27.80,179,31.10,133,28.30,107,27.10,581,28.80,4,0.00
9/14/2022 9:20,153,27.50,172,30.80,126,28.10,101,26.90,552,28.50,4,0.00
9/14/2022 9:25,141,27.10,161,30.60,116,27.80,93,26.60,511,28.30,4,0.00
9/14/2022 9:30,156,27.20,174,30.60,128,27.80,103,26.70,561,28.30,4,0.00
9/14/2022 9:35,115,26.60,139,30.20,97,27.30,76,26.20,427,27.90,4,0.00
9/14/2022 9:40,131,28.70,153,31.80,109,29.10,87,27.80,480,29.60,4,0.00
9/14/2022 9:45,124,30.20,147,33.00,103,30.30,82,29.00,456,30.90,4,0.00
9/14/2022 9:50,123,41.50,146,42.10,101,39.70,80,37.70,450,40.60,4,0.00
9/14/2022 9:55,144,55.80,163,53.10,117,51.00,93,48.00,517,52.50,4,0.00
9/14/2022 10:00,116,62.90,140,59.20,97,57.60,76,54.20,429,58.90,4,0.00
9/14/2022 10:05,123,66.10,146,61.70,101,60.10,80,56.50,450,61.60,4,0.00
9/14/2022 10:10,116,65.30,140,61.00,97,59.40,76,55.80,429,60.90,4,0.00
9/14/2022 10:15,138,67.00,158,62.50,112,60.90,89,57.30,497,62.40,4,0.00
9/14/2022 10:20,127,69.00,149,64.10,104,62.70,82,58.90,462,64.20,4,0.00
9/14/2022 10:25,137,66.90,158,62.40,112,60.80,89,57.20,496,62.30,4,0.00
9/14/2022 10:30,130,69.80,151,64.80,106,63.40,84,59.60,471,64.90,4,0.00
9/14/2022 10:35,127,70.00,149,65.00,104,63.50,82,59.70,462,65.10,4,0.00
9/14/2022 10:40,120,70.00,143,65.00,99,63.50,78,59.70,440,65.10,4,0.00
9/14/2022 10:45,132,70.00,153,65.00,108,63.50,85,59.70,478,65.10,4,0.00
9/14/2022 10:50,117,70.40,141,65.30,97,63.90,76,60.10,431,65.50,4,0.00
9/14/2022 10:55,122,67.20,145,62.60,101,61.10,79,57.40,447,62.60,4,0.00
9/14/2022 11:00,114,64.20,138,60.10,95,58.50,74,54.90,421,59.90,4,0.00
9/14/2022 11:05,118,64.40,142,60.30,98,58.60,77,55.10,435,60.10,4,0.00
9/14/2022 11:10,93,64.50,120,60.30,79,58.70,61,55.10,353,60.10,4,0.00
9/14/2022 11:15,129,63.90,151,59.80,106,58.20,83,54.70,469,59.70,4,0.00
9/14/2022 11:20,97,66.50,124,62.00,83,60.50,64,56.80,368,61.90,4,0.00
9/14/2022 11:25,107,66.50,132,62.00,90,60.50,70,56.80,399,62.00,4,0.00
9/14/2022 11:30,111,67.60,136,63.00,93,61.50,72,57.80,412,63.00,4,0.00
9/14/2022 11:35,117,66.60,141,62.10,97,60.60,76,56.90,431,62.10,4,0.00
9/14/2022 11:40,108,67.10,133,62.50,90,61.00,71,57.30,402,62.50,4,0.00
9/14/2022 11:45,103,67.60,129,63.00,87,61.50,68,57.80,387,63.00,4,0.00
9/14/2022 11:50,114,70.30,139,65.20,95,63.90,75,60.00,423,65.40,4,0.00
9/14/2022 11:55,114,68.80,139,63.90,95,62.50,75,58.70,423,64.00,4,0.00
9/14/2022 12:00,87,70.40,116,65.30,75,63.90,58,60.10,336,65.40,4,0.00
9/14/2022 12:05,91,70.00,119,65.00,78,63.60,60,59.70,348,65.10,4,0.00
9/14/2022 12:10,90,68.90,118,64.00,77,62.60,60,58.80,345,64.10,4,0.00
9/14/2022 12:15,96,67.70,124,63.10,83,61.60,64,57.90,367,63.00,4,0.00
9/14/2022 12:20,110,69.80,135,64.80,92,63.40,72,59.60,409,64.90,4,0.00
9/14/2022 12:25,114,70.60,139,65.50,95,64.10,75,60.30,423,65.60,4,0.00
9/14/2022 12:30,102,68.30,128,63.50,86,62.00,67,58.30,383,63.50,4,0.00
9/14/2022 12:35,101,67.10,128,62.50,86,61.00,67,57.30,382,62.50,4,0.00
9/14/2022 12:40,116,66.50,140,62.00,97,60.50,76,56.80,429,62.00,4,0.00
9/14/2022 12:45,113,68.70,137,63.80,94,62.40,73,58.60,417,63.90,4,0.00
9/14/2022 12:50,104,69.90,130,64.90,88,63.50,68,59.70,390,65.00,4,0.00
9/14/2022 12:55,100,69.00,127,64.10,85,62.70,66,58.90,378,64.20,4,0.00
9/14/2022 13:00,93,69.00,120,64.10,79,62.70,61,58.90,353,64.20,4,0.00
9/14/2022 13:05,90,67.00,118,62.50,77,60.90,60,57.30,345,62.40,4,0.00
9/14/2022 13:10,104,67.70,130,63.10,88,61.60,68,57.90,390,63.10,4,0.00
9/14/2022 13:15,96,69.20,124,64.30,82,62.80,64,59.10,366,64.30,4,0.00
9/14/2022 13:20,87,68.40,116,63.60,76,62.10,58,58.40,337,63.60,4,0.00
9/14/2022 13:25,97,68.10,124,63.40,83,61.90,64,58.20,368,63.40,4,0.00
9/14/2022 13:30,82,66.30,112,61.80,72,60.30,55,56.60,321,61.70,4,0.00
9/14/2022 13:35,95,66.90,123,62.40,82,60.80,63,57.20,363,62.30,4,0.00
9/14/2022 13:40,106,70.20,132,65.20,89,63.80,69,59.90,396,65.30,4,0.00
9/14/2022 13:45,109,68.40,134,63.60,91,62.10,71,58.40,405,63.60,4,0.00
9/14/2022 13:50,104,67.30,130,62.70,88,61.20,68,57.50,390,62.70,4,0.00
9/14/2022 13:55,110,69.00,135,64.10,92,62.70,72,58.90,409,64.20,4,0.00
9/14/2022 14:00,92,66.70,120,62.10,79,60.60,61,56.90,352,62.10,4,0.00
9/14/2022 14:05,94,68.00,121,63.20,80,61.80,62,58.00,357,63.20,4,0.00
9/14/2022 14:10,96,69.00,124,64.20,82,62.70,64,59.00,366,64.20,4,0.00
9/14/2022 14:15,94,70.00,121,65.00,80,63.60,62,59.80,357,65.10,4,0.00
9/14/2022 14:20,104,69.60,130,64.70,88,63.20,68,59.50,390,64.80,4,0.00
9/14/2022 14:25,102,70.50,128,65.40,86,64.00,67,60.20,383,65.60,4,0.00
9/14/2022 14:30,99,70.10,126,65.10,84,63.70,65,59.90,374,65.20,4,0.00
9/14/2022 14:35,110,70.60,135,65.50,92,64.10,72,60.30,409,65.70,4,0.00
9/14/2022 14:40,111,69.90,136,64.90,93,63.50,72,59.70,412,65.00,4,0.00
9/14/2022 14:45,98,70.20,125,65.20,84,63.80,65,60.00,372,65.30,4,0.00
9/14/2022 14:50,81,71.30,111,66.10,71,64.70,54,60.90,317,66.20,4,0.00
9/14/2022 14:55,91,70.70,119,65.60,78,64.20,60,60.40,348,65.70,4,0.00
9/14/2022 15:00,99,71.20,126,66.00,84,64.60,65,60.80,374,66.20,4,0.00
9/14/2022 15:05,122,70.40,145,65.40,101,63.90,79,60.10,447,65.50,4,0.00
9/14/2022 15:10,101,69.10,128,64.30,86,62.80,67,59.00,382,64.30,4,0.00
9/14/2022 15:15,106,69.40,132,64.50,89,63.10,69,59.30,396,64.60,4,0.00
9/14/2022 15:20,111,69.00,136,64.20,93,62.70,72,59.00,412,64.20,4,0.00
9/14/2022 15:25,122,68.80,145,64.00,101,62.50,79,58.80,447,64.10,4,0.00
9/14/2022 15:30,106,68.70,132,63.90,89,62.50,69,58.70,396,64.00,4,0.00
9/14/2022 15:35,101,69.60,128,64.70,86,63.20,67,59.50,382,64.70,4,0.00
9/14/2022 15:40,117,69.60,141,64.70,99,63.20,78,59.50,435,64.70,4,0.00
9/14/2022 15:45,107,70.00,132,65.00,90,63.60,70,59.80,399,65.10,4,0.00
9/14/2022 15:50,104,69.30,130,64.40,88,63.00,68,59.20,390,64.50,4,0.00
9/14/2022 15:55,120,69.10,143,64.30,99,62.80,78,59.00,440,64.30,4,0.00
9/14/2022 16:00,100,68.00,127,63.20,85,61.80,66,58.00,378,63.20,4,0.00
9/14/2022 16:05,110,68.80,135,63.90,93,62.50,73,58.70,411,64.00,4,0.00
9/14/2022 16:10,89,70.20,117,65.20,77,63.80,59,59.90,342,65.30,4,0.00
9/14/2022 16:15,114,68.80,138,63.90,95,62.50,74,58.70,421,64.00,4,0.00
9/14/2022 16:20,110,69.70,135,64.70,92,63.30,72,59.50,409,64.80,4,0.00
9/14/2022 16:25,114,69.00,138,64.10,96,62.70,75,58.90,423,64.20,4,0.00
9/14/2022 16:30,127,69.40,149,64.50,104,63.00,82,59.20,462,64.60,4,0.00
9/14/2022 16:35,137,70.10,158,65.10,112,63.70,89,59.80,496,65.20,4,0.00
9/14/2022 16:40,131,69.40,152,64.50,107,63.00,84,59.20,474,64.60,4,0.00
9/14/2022 16:45,148,70.80,166,65.70,119,64.30,95,60.40,528,65.90,4,0.00
9/14/2022 16:50,122,70.40,145,65.30,101,63.90,79,60.10,447,65.50,4,0.00
9/14/2022 16:55,132,68.70,153,63.80,108,62.40,85,58.60,478,63.90,4,0.00
9/14/2022 17:00,124,68.30,147,63.60,102,62.10,80,58.40,453,63.60,4,0.00
9/14/2022 17:05,114,68.10,139,63.40,95,61.90,75,58.20,423,63.40,4,0.00
9/14/2022 17:10,131,67.40,152,62.80,107,61.30,84,57.60,474,62.80,4,0.00
9/14/2022 17:15,161,68.80,177,63.90,129,62.50,103,58.70,570,64.00,4,0.00
9/14/2022 17:20,152,67.80,170,63.20,123,61.70,98,57.90,543,63.20,4,0.00
9/14/2022 17:25,156,68.00,173,63.30,125,61.80,100,58.10,554,63.40,4,0.00
9/14/2022 17:30,145,67.90,164,63.20,117,61.70,93,58.00,519,63.30,4,0.00
9/14/2022 17:35,132,69.90,153,64.90,108,63.50,85,59.70,478,65.00,4,0.00
9/14/2022 17:40,151,70.20,169,65.20,122,63.80,97,59.90,539,65.30,4,0.00
9/14/2022 17:45,138,68.60,158,63.80,112,62.30,89,58.50,497,63.80,4,0.00
9/14/2022 17:50,118,69.70,142,64.70,98,63.30,77,59.50,435,64.80,4,0.00
9/14/2022 17:55,136,71.00,157,65.80,111,64.50,88,60.60,492,66.00,4,0.00
9/14/2022 18:00,98,69.70,125,64.70,84,63.30,65,59.50,372,64.80,4,0.00
9/14/2022 18:05,108,69.50,133,64.60,90,63.20,71,59.40,402,64.70,4,0.00
9/14/2022 18:10,95,69.60,123,64.60,82,63.20,63,59.40,363,64.70,4,0.00
9/14/2022 18:15,114,69.80,138,64.80,95,63.40,74,59.60,421,64.90,4,0.00
9/14/2022 18:20,103,69.30,129,64.40,87,63.00,68,59.20,387,64.50,4,0.00
9/14/2022 18:25,111,70.00,136,65.00,93,63.60,72,59.70,412,65.10,4,0.00
9/14/2022 18:30,88,69.50,117,64.60,76,63.20,58,59.40,339,64.70,4,0.00
9/14/2022 18:35,97,70.20,124,65.20,83,63.80,64,60.00,368,65.30,4,0.00
9/14/2022 18:40,94,70.10,121,65.10,80,63.70,62,59.90,357,65.20,4,0.00
9/14/2022 18:45,73,71.00,104,65.90,65,64.50,49,60.60,291,66.00,4,0.00
9/14/2022 18:50,97,70.30,124,65.20,83,63.90,64,60.00,368,65.40,4,0.00
9/14/2022 18:55,77,70.70,108,65.60,68,64.20,52,60.30,305,65.70,4,0.00
9/14/2022 19:00,81,70.00,111,65.00,71,63.60,54,59.70,317,65.10,4,0.00
9/14/2022 19:05,75,70.50,105,65.40,66,64.00,50,60.20,296,65.50,4,0.00
9/14/2022 19:10,58,70.40,92,65.30,55,63.90,40,60.10,245,65.40,4,0.00
9/14/2022 19:15,70,70.60,102,65.50,63,64.10,47,60.30,282,65.60,4,0.00
9/14/2022 19:20,76,70.00,106,65.00,67,63.60,51,59.80,300,65.10,4,0.00
9/14/2022 19:25,65,68.80,98,64.00,60,62.50,45,58.80,268,64.00,4,0.00
9/14/2022 19:30,66,69.40,98,64.50,60,63.00,45,59.20,269,64.50,4,0.00
9/14/2022 19:35,70,68.90,102,64.10,63,62.60,47,58.90,282,64.10,4,0.00
9/14/2022 19:40,58,69.00,92,64.10,55,62.70,40,58.90,245,64.10,4,0.00
9/14/2022 19:45,64,69.40,97,64.50,59,63.00,44,59.20,264,64.50,4,0.00
9/14/2022 19:50,58,69.30,92,64.40,55,62.90,40,59.10,245,64.40,4,0.00
9/14/2022 19:55,57,69.80,90,64.80,53,63.40,39,59.60,239,64.80,4,0.00
9/14/2022 20:00,60,69.40,94,64.50,56,63.10,42,59.30,252,64.50,4,0.00
9/14/2022 20:05,55,69.10,89,64.30,52,62.80,38,59.00,234,64.20,4,0.00
9/14/2022 20:10,48,70.60,83,65.50,47,64.10,34,60.30,212,65.50,4,0.00
9/14/2022 20:15,54,70.70,88,65.60,51,64.20,38,60.40,231,65.60,4,0.00
9/14/2022 20:20,56,70.50,90,65.40,53,64.00,39,60.20,238,65.50,4,0.00
9/14/2022 20:25,50,70.90,85,65.80,49,64.40,35,60.60,219,65.80,4,0.00
9/14/2022 20:30,50,70.20,85,65.20,49,63.80,35,60.00,219,65.20,4,0.00
9/14/2022 20:35,49,70.80,84,65.70,48,64.30,35,60.50,216,65.70,4,0.00
9/14/2022 20:40,42,70.80,79,65.70,43,64.30,31,60.50,195,65.70,4,0.00
9/14/2022 20:45,49,71.20,84,66.00,48,64.60,35,60.80,216,66.10,4,0.00
9/14/2022 20:50,54,70.80,88,65.70,51,64.30,38,60.50,231,65.70,4,0.00
9/14/2022 20:55,42,70.80,79,65.70,43,64.30,31,60.50,195,65.70,4,0.00
9/14/2022 21:00,36,70.70,73,65.60,38,64.20,27,60.40,174,65.50,4,0.00
9/14/2022 21:05,47,69.50,83,64.50,46,63.10,34,59.30,210,64.50,4,0.00
9/14/2022 21:10,48,69.80,83,64.80,47,63.40,34,59.60,212,64.80,4,0.00
9/14/2022 21:15,44,70.00,80,65.00,44,63.60,32,59.80,200,65.00,4,0.00
9/14/2022 21:20,42,70.40,79,65.40,43,63.90,31,60.10,195,65.30,4,0.00
9/14/2022 21:25,40,70.90,77,65.80,42,64.40,29,60.60,188,65.80,4,0.00
9/14/2022 21:30,49,70.90,84,65.80,48,64.40,35,60.60,216,65.80,4,0.00
9/14/2022 21:35,42,71.30,79,66.10,43,64.70,31,60.90,195,66.10,4,0.00
9/14/2022 21:40,50,72.10,85,66.80,49,65.40,35,61.60,219,66.90,4,0.00
9/14/2022 21:45,41,71.60,78,66.40,42,65.00,30,61.10,191,66.40,4,0.00
9/14/2022 21:50,38,71.10,75,66.00,40,64.50,28,60.70,181,65.90,4,0.00
9/14/2022 21:55,30,71.40,68,66.20,34,64.80,23,61.00,155,66.10,4,0.00
9/14/2022 22:00,44,70.60,80,65.50,44,64.10,32,60.30,200,65.50,4,0.00
9/14/2022 22:05,43,70.70,79,65.60,44,64.20,31,60.40,197,65.60,4,0.00
9/14/2022 22:10,37,70.70,74,65.60,39,64.20,27,60.40,177,65.60,4,0.00
9/14/2022 22:15,29,70.10,68,65.10,33,63.70,23,59.90,153,65.00,4,0.00
9/14/2022 22:20,36,70.00,73,65.00,38,63.60,27,59.80,174,64.90,4,0.00
9/14/2022 22:25,40,70.00,77,65.00,42,63.60,29,59.80,188,65.00,4,0.00
9/14/2022 22:30,29,70.40,68,65.40,33,63.90,23,60.10,153,65.20,4,0.00
9/14/2022 22:35,38,70.80,75,65.70,40,64.30,28,60.50,181,65.70,4,0.00
9/14/2022 22:40,30,70.40,68,65.40,34,63.90,23,60.10,155,65.30,4,0.00
9/14/2022 22:45,30,71.00,68,65.90,34,64.50,23,60.60,155,65.80,4,0.00
9/14/2022 22:50,32,70.80,70,65.70,36,64.30,24,60.50,162,65.60,4,0.00
9/14/2022 22:55,20,70.60,60,65.50,27,64.10,17,60.30,124,65.30,4,0.00
9/14/2022 23:00,23,70.60,63,65.50,29,64.10,19,60.30,134,65.40,4,0.00
9/14/2022 23:05,24,70.40,64,65.40,30,63.90,20,60.10,138,65.20,4,0.00
9/14/2022 23:10,22,70.50,62,65.40,29,64.00,18,60.20,131,65.30,4,0.00
9/14/2022 23:15,24,70.50,64,65.40,30,64.00,20,60.20,138,65.30,4,0.00
9/14/2022 23:20,22,70.40,62,65.40,29,63.90,18,60.10,131,65.20,4,0.00
9/14/2022 23:25,18,70.00,58,65.00,25,63.60,16,59.80,117,64.80,4,0.00
9/14/2022 23:30,16,70.20,57,65.20,24,63.80,14,60.00,111,64.90,4,0.00
9/14/2022 23:35,20,70.50,60,65.40,27,64.00,17,60.20,124,65.20,4,0.00
9/14/2022 23:40,13,70.50,54,65.40,22,64.00,13,60.20,102,65.10,4,0.00
9/14/2022 23:45,18,70.50,58,65.40,25,64.00,16,60.20,117,65.20,4,0.00
9/14/2022 23:50,15,70.60,56,65.50,23,64.10,14,60.30,108,65.30,4,0.00
9/14/2022 23:55,11,70.40,53,65.40,20,63.90,12,60.10,96,65.00,4,0.00
9/15/2022 0:00,13,70.40,54,65.40,22,63.90,13,60.10,102,65.00,4,0.00
9/15/2022 0:05,21,70.30,61,65.30,28,63.80,18,60.00,128,65.10,4,0.00
9/15/2022 0:10,15,70.40,56,65.40,23,63.90,14,60.10,108,65.10,4,0.00
9/15/2022 0:15,13,70.50,54,65.40,22,64.00,13,60.20,102,65.10,4,0.00
9/15/2022 0:20,10,70.60,52,65.50,20,64.10,11,60.30,93,65.20,4,0.00
9/15/2022 0:25,12,70.40,53,65.40,21,63.90,12,60.10,98,65.00,4,0.00
9/15/2022 0:30,11,70.40,53,65.40,20,63.90,12,60.10,96,65.00,4,0.00
9/15/2022 0:35,8,70.40,50,65.40,18,63.90,10,60.10,86,64.90,4,0.00
