5 Minutes,Lane 1 Speed (mph),Lane 1 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 5 Speed (mph),Lane 5 Flow (Veh/5 Minutes),Lane 6 Speed (mph),Lane 6 Flow (Veh/5 Minutes),Speed (mph),Flow (Veh/5 Minutes),# Lane Points,% Observed
9/13/2022 19:00,71.70,57,69.10,63,66.60,45,68.90,36,62.00,26,62.70,7,68.20,234,6,0.00
9/13/2022 19:05,71.80,67,69.20,71,66.80,53,68.90,44,62.00,33,62.80,14,68.20,282,6,0.00
9/13/2022 19:10,73.10,63,70.30,67,67.80,50,68.90,41,62.80,31,63.00,12,69.10,264,6,0.00
9/13/2022 19:15,75.50,57,72.30,62,69.70,46,69.00,38,64.20,29,64.30,11,70.70,243,6,0.00
9/13/2022 19:20,74.80,53,71.70,59,69.20,43,68.90,35,63.80,27,64.40,10,70.30,227,6,0.00
9/13/2022 19:25,74.30,54,71.30,60,68.80,44,68.90,36,63.50,28,63.70,10,69.90,232,6,0.00
9/13/2022 19:30,75.10,51,72.00,58,69.40,42,68.90,34,64.00,26,63.90,9,70.50,220,6,0.00
9/13/2022 19:35,74.70,53,71.70,60,69.10,43,68.90,35,63.80,27,64.30,11,70.20,229,6,0.00
9/13/2022 19:40,74.20,61,71.20,66,68.70,48,68.90,40,63.50,30,64.00,12,69.90,257,6,0.00
9/13/2022 19:45,73.30,65,70.50,69,68.00,51,68.90,43,62.90,32,63.70,13,69.20,273,6,0.00
9/13/2022 19:50,72.80,58,70.00,63,67.50,46,68.90,38,62.60,29,63.10,10,68.90,244,6,0.00
9/13/2022 19:55,72.50,68,69.70,72,67.30,53,68.90,45,62.40,34,63.00,15,68.60,287,6,0.00
9/13/2022 20:00,73.30,49,70.40,56,68.00,41,68.90,33,62.90,25,63.20,9,69.20,213,6,0.00
9/13/2022 20:05,72.80,48,70.00,56,67.60,40,68.90,33,62.60,25,63.30,8,68.90,210,6,0.00
9/13/2022 20:10,72.50,57,69.80,63,67.30,46,68.90,38,62.50,29,62.90,12,68.60,245,6,0.00
9/13/2022 20:15,73.10,46,70.30,54,67.90,39,68.90,31,62.80,24,63.10,9,69.10,203,6,0.00
9/13/2022 20:20,73.90,47,71.00,55,68.50,40,68.90,32,63.30,25,63.50,9,69.60,208,6,0.00
9/13/2022 20:25,73.50,49,70.70,57,68.20,41,68.90,33,63.10,25,63.40,8,69.40,213,6,0.00
9/13/2022 20:30,71.70,41,69.10,50,66.60,35,68.90,28,61.90,22,62.70,7,68.00,183,6,0.00
9/13/2022 20:35,72.40,46,69.70,54,67.20,38,68.90,30,62.40,23,62.90,9,68.60,200,6,0.00
9/13/2022 20:40,71.70,50,69.10,57,66.60,41,68.90,34,62.00,26,62.70,10,68.10,218,6,0.00
9/13/2022 20:45,72.70,41,69.90,51,67.40,36,68.90,29,62.50,22,62.90,8,68.70,187,6,0.00
9/13/2022 20:50,73.40,41,70.50,50,68.10,34,68.90,26,63.00,19,63.20,6,69.40,176,6,0.00
9/13/2022 20:55,72.90,43,70.10,52,67.70,37,68.90,30,62.70,23,63.20,7,68.90,192,6,0.00
9/13/2022 21:00,71.80,41,69.20,50,66.80,35,68.90,27,62.00,20,62.60,8,68.20,181,6,0.00
9/13/2022 21:05,72.40,35,69.70,46,67.30,31,68.90,23,62.40,18,63.00,7,68.60,160,6,0.00
9/13/2022 21:10,73.40,40,70.50,49,68.00,35,68.90,27,63.00,21,62.90,7,69.20,179,6,0.00
9/13/2022 21:15,73.40,43,70.50,52,68.00,37,68.90,30,63.00,23,63.40,8,69.20,193,6,0.00
9/13/2022 21:20,72.70,34,69.90,44,67.40,29,68.90,21,62.50,16,62.70,6,68.80,150,6,0.00
9/13/2022 21:25,72.90,41,70.10,50,67.60,35,68.90,28,62.70,21,62.80,6,69.00,181,6,0.00
9/13/2022 21:30,72.90,39,70.10,49,67.60,34,68.90,27,62.70,21,62.90,8,68.90,178,6,0.00
9/13/2022 21:35,73.00,37,70.20,47,67.70,33,68.90,25,62.80,19,62.90,7,69.00,168,6,0.00
9/13/2022 21:40,73.80,29,70.90,40,68.40,26,68.90,19,63.20,15,63.40,6,69.60,135,6,0.00
9/13/2022 21:45,73.30,31,70.50,42,68.00,29,68.90,22,62.90,17,63.30,6,69.20,147,6,0.00
9/13/2022 21:50,73.00,28,70.20,40,67.80,26,68.90,18,62.80,14,63.20,6,69.10,132,6,0.00
9/13/2022 21:55,74.10,25,71.10,37,68.70,24,68.90,16,63.40,13,63.50,5,69.80,120,6,0.00
9/13/2022 22:00,73.00,24,70.20,37,67.70,23,68.90,16,62.70,12,63.00,5,69.00,117,6,0.00
9/13/2022 22:05,72.90,28,70.10,40,67.60,26,68.90,18,62.70,14,62.70,6,68.90,132,6,0.00
9/13/2022 22:10,73.50,27,70.60,39,68.10,25,68.90,18,63.00,14,63.40,6,69.30,129,6,0.00
9/13/2022 22:15,74.20,30,71.20,41,68.70,27,68.90,20,63.50,15,63.90,6,69.90,139,6,0.00
9/13/2022 22:20,74.20,22,71.20,35,68.70,22,68.90,14,63.50,11,63.90,5,69.90,109,6,0.00
9/13/2022 22:25,72.70,22,69.90,35,67.50,22,68.90,15,62.50,12,63.00,5,68.70,111,6,0.00
9/13/2022 22:30,73.50,19,70.70,32,68.20,19,68.90,12,63.10,9,63.30,4,69.50,95,6,0.00
9/13/2022 22:35,73.30,24,70.50,37,68.00,23,68.90,16,62.90,15,63.40,5,69.10,120,6,0.00
9/13/2022 22:40,73.90,13,71.00,27,68.50,15,68.90,8,63.30,7,63.60,3,69.70,73,6,0.00
9/13/2022 22:45,74.00,20,71.00,33,68.60,19,68.90,10,63.30,8,63.60,2,70.10,92,6,0.00
9/13/2022 22:50,73.90,17,71.00,31,68.50,17,68.90,10,63.30,10,63.50,3,69.70,88,6,0.00
9/13/2022 22:55,74.20,13,71.30,28,68.70,14,68.90,5,63.50,4,63.80,2,70.40,66,6,0.00
9/13/2022 23:00,74.10,14,71.20,28,68.70,15,68.90,8,63.40,7,63.80,3,70.00,75,6,0.00
9/13/2022 23:05,73.60,9,70.70,24,68.20,11,68.90,4,63.10,3,63.40,1,70.00,52,6,0.00
9/13/2022 23:10,73.40,15,70.60,27,68.10,14,68.90,5,63.00,6,63.30,2,69.70,69,6,0.00
9/13/2022 23:15,73.80,14,70.90,29,68.40,15,68.90,7,63.20,8,63.60,3,69.70,76,6,0.00
9/13/2022 23:20,73.70,9,70.80,25,68.40,11,68.90,4,63.20,3,63.50,1,70.10,53,6,0.00
9/13/2022 23:25,74.00,9,71.10,24,68.60,11,68.90,4,63.40,4,63.60,2,70.10,54,6,0.00
9/13/2022 23:30,73.60,9,70.70,25,68.20,11,68.90,4,63.10,4,63.40,2,69.80,55,6,0.00
9/13/2022 23:35,73.40,9,70.60,22,68.10,10,68.90,4,63.00,9,63.40,2,69.00,56,6,0.00
9/13/2022 23:40,73.80,8,70.90,24,68.50,12,68.90,6,63.30,6,63.60,2,69.60,58,6,0.00
9/13/2022 23:45,73.90,7,71.00,23,68.50,10,68.90,2,63.30,3,63.60,1,70.10,46,6,0.00
9/13/2022 23:50,73.50,8,70.60,23,68.10,10,68.90,9,63.00,8,63.30,1,69.20,59,6,0.00
9/13/2022 23:55,73.80,8,70.90,22,68.40,9,68.90,1,63.20,1,63.50,0,70.70,41,6,0.00
9/14/2022 0:00,73.90,8,71.00,23,68.50,10,68.90,9,63.30,8,63.70,1,69.50,59,6,0.00
9/14/2022 0:05,73.80,7,70.90,23,68.40,9,68.90,9,63.20,2,63.70,1,70.00,51,6,0.00
9/14/2022 0:10,74.00,8,71.10,22,68.60,9,68.90,8,63.30,1,63.80,0,70.60,48,6,0.00
9/14/2022 0:15,73.70,7,70.80,20,68.40,8,68.90,10,63.20,10,61.80,21,67.10,76,6,0.00
9/14/2022 0:20,73.80,8,70.90,24,68.50,11,68.90,9,63.30,8,63.60,1,69.40,61,6,0.00
9/14/2022 0:25,74.00,10,71.10,19,68.60,7,68.90,13,63.40,6,61.90,21,67.70,76,6,0.00
9/14/2022 0:30,73.70,12,70.80,20,68.30,8,68.90,1,63.20,8,63.50,1,69.70,50,6,0.00
9/14/2022 0:35,73.80,9,70.90,21,68.50,8,68.90,6,63.30,11,61.80,21,67.20,76,6,0.00
9/14/2022 0:40,74.00,7,71.10,20,68.60,8,68.90,13,63.30,6,63.70,0,69.70,54,6,0.00
9/14/2022 0:45,74.00,8,71.10,21,68.60,8,68.90,13,63.40,6,61.90,22,67.60,78,6,0.00
9/14/2022 0:50,74.00,9,71.00,20,68.50,8,68.90,12,63.30,11,61.80,21,67.40,81,6,0.00
9/14/2022 0:55,73.70,7,70.80,23,68.40,9,68.90,8,63.20,2,63.50,1,70.00,50,6,0.00
9/14/2022 1:00,73.70,10,70.80,24,68.30,11,68.90,2,63.20,7,63.50,1,69.60,55,6,0.00
9/14/2022 1:05,73.80,10,70.90,20,68.40,7,68.90,6,63.30,11,61.80,21,67.20,75,6,0.00
9/14/2022 1:10,73.60,8,70.80,21,68.30,8,68.90,11,63.10,11,61.70,21,67.10,80,6,0.00
9/14/2022 1:15,73.80,11,70.90,21,68.50,8,68.90,7,63.30,13,61.90,21,67.30,81,6,0.00
9/14/2022 1:20,73.50,8,70.60,21,68.10,8,68.90,12,63.00,11,61.70,21,67.00,81,6,0.00
9/14/2022 1:25,73.60,8,70.80,21,68.30,8,68.90,14,63.10,13,61.70,21,67.10,85,6,0.00
9/14/2022 1:30,73.90,7,71.00,21,68.50,9,68.90,17,63.30,14,61.90,21,67.20,89,6,0.00
9/14/2022 1:35,74.10,8,71.10,23,68.60,10,68.90,7,63.40,7,63.80,1,69.70,56,6,0.00
9/14/2022 1:40,74.00,8,71.10,20,68.50,10,68.90,11,63.40,11,61.90,20,67.40,80,6,0.00
9/14/2022 1:45,74.20,8,71.20,20,68.70,10,68.90,10,63.50,10,62.00,20,67.50,78,6,0.00
9/14/2022 1:50,74.20,7,71.20,19,68.70,7,68.90,9,63.50,9,62.00,20,67.40,71,6,0.00
9/14/2022 1:55,74.20,8,71.20,21,68.70,8,68.90,7,63.50,7,63.90,1,69.80,52,6,0.00
9/14/2022 2:00,74.20,11,71.30,19,68.70,7,68.90,15,63.50,13,62.00,21,67.60,86,6,0.00
9/14/2022 2:05,74.20,11,71.20,20,68.70,7,68.90,14,63.50,13,61.90,21,67.60,86,6,0.00
9/14/2022 2:10,74.20,8,71.20,21,68.70,8,68.90,12,63.50,6,63.90,0,69.90,55,6,0.00
9/14/2022 2:15,73.70,8,70.80,23,68.30,10,68.90,7,63.20,6,63.50,1,69.60,55,6,0.00
9/14/2022 2:20,73.70,8,70.70,21,68.20,8,68.90,14,63.10,7,63.50,0,69.40,58,6,0.00
9/14/2022 2:25,74.00,9,71.00,20,68.50,7,68.90,12,63.30,11,61.80,21,67.30,80,6,0.00
9/14/2022 2:30,73.70,11,70.80,18,68.40,6,68.90,14,63.20,13,61.70,20,67.30,82,6,0.00
9/14/2022 2:35,74.20,12,71.20,19,68.70,7,68.90,8,63.50,7,61.90,21,67.80,74,6,0.00
9/14/2022 2:40,74.30,8,71.30,23,68.90,11,68.90,11,63.50,10,63.90,3,69.40,66,6,0.00
9/14/2022 2:45,73.60,5,70.70,21,68.20,10,68.90,10,63.10,9,63.30,2,68.70,57,6,0.00
9/14/2022 2:50,73.60,8,70.70,22,68.20,9,68.90,6,63.10,6,63.40,0,69.60,51,6,0.00
9/14/2022 2:55,73.90,6,71.00,22,68.50,9,68.90,3,63.30,3,63.60,1,70.10,44,6,0.00
9/14/2022 3:00,73.80,5,70.90,21,68.40,9,68.90,3,63.20,3,63.80,1,69.80,42,6,0.00
9/14/2022 3:05,73.80,5,70.90,21,68.40,10,68.90,11,63.20,9,63.60,2,68.90,58,6,0.00
9/14/2022 3:10,73.80,5,70.90,21,68.40,10,68.90,11,63.20,10,63.80,2,68.80,59,6,0.00
9/14/2022 3:15,73.40,6,70.60,22,68.10,10,68.90,11,63.00,10,63.40,2,68.70,61,6,0.00
9/14/2022 3:20,73.40,7,70.60,23,68.10,11,68.90,14,63.00,12,63.50,3,68.50,70,6,0.00
9/14/2022 3:25,73.90,10,71.00,26,68.50,13,68.90,8,63.30,6,63.60,2,69.80,65,6,0.00
9/14/2022 3:30,73.90,10,71.00,25,68.50,13,68.90,7,63.30,6,63.70,2,69.70,63,6,0.00
9/14/2022 3:35,74.10,9,71.10,25,68.60,12,68.90,4,63.40,7,63.70,2,69.80,59,6,0.00
9/14/2022 3:40,73.80,8,70.90,23,68.30,12,68.90,8,63.20,7,63.50,2,69.30,60,6,0.00
9/14/2022 3:45,72.70,16,69.90,31,67.50,18,68.90,14,62.60,12,62.90,4,68.50,95,6,0.00
9/14/2022 3:50,73.50,8,70.60,24,68.10,11,68.90,5,63.00,6,63.40,2,69.30,56,6,0.00
9/14/2022 3:55,73.70,14,70.80,29,68.30,16,68.90,10,63.20,8,63.50,3,69.50,80,6,0.00
9/14/2022 4:00,74.00,16,71.00,30,68.60,18,68.90,11,63.30,10,63.50,4,69.60,89,6,0.00
9/14/2022 4:05,74.00,16,71.10,30,68.60,18,68.90,14,63.40,11,63.30,4,69.60,93,6,0.00
9/14/2022 4:10,74.20,18,71.30,32,68.80,19,68.90,17,63.50,13,63.60,4,69.70,103,6,0.00
9/14/2022 4:15,74.30,33,71.30,43,68.80,29,68.90,21,63.50,20,63.80,7,69.80,153,6,0.00
9/14/2022 4:20,73.90,30,71.00,41,68.50,27,68.90,25,63.30,20,63.90,7,69.40,150,6,0.00
9/14/2022 4:25,72.80,31,70.10,42,67.60,28,68.90,20,62.60,18,63.20,7,68.80,146,6,0.00
9/14/2022 4:30,72.80,43,70.00,52,67.50,36,68.90,28,62.60,23,62.90,9,68.80,191,6,0.00
9/14/2022 4:35,72.90,53,70.10,60,67.70,43,68.90,34,62.70,32,63.60,11,68.80,233,6,0.00
9/14/2022 4:40,74.50,52,71.60,59,69.10,42,68.90,38,63.70,29,64.40,11,70.00,231,6,0.00
9/14/2022 4:45,74.20,40,71.20,49,68.60,34,68.90,28,63.40,22,63.70,9,69.70,182,6,0.00
9/14/2022 4:50,72.90,54,70.10,60,67.60,43,68.90,35,62.70,28,62.90,11,68.90,231,6,0.00
9/14/2022 4:55,73.20,55,70.40,61,67.90,44,68.90,35,62.90,32,63.40,12,69.00,239,6,0.00
9/14/2022 5:00,73.30,70,70.50,72,68.00,54,68.90,45,62.90,34,62.90,13,69.20,288,6,0.00
9/14/2022 5:05,74.50,63,71.50,67,69.00,50,68.90,41,63.70,31,63.20,12,70.10,264,6,0.00
9/14/2022 5:10,75.10,78,72.00,79,69.50,60,68.90,50,64.00,38,63.80,14,70.50,319,6,0.00
9/14/2022 5:15,75.00,96,71.90,93,69.40,71,68.90,62,64.00,46,63.80,19,70.40,387,6,0.00
9/14/2022 5:20,76.40,85,73.10,84,70.60,64,69.00,54,64.80,41,64.80,16,71.40,344,6,0.00
9/14/2022 5:25,76.30,87,73.10,86,70.60,66,69.00,56,64.80,42,64.80,17,71.40,354,6,0.00
9/14/2022 5:30,76.10,95,72.90,92,70.40,71,69.00,60,64.70,45,64.80,18,71.30,381,6,0.00
9/14/2022 5:35,75.50,106,72.40,101,69.80,78,69.00,68,64.30,51,65.00,22,70.80,426,6,0.00
9/14/2022 5:40,73.90,118,70.90,110,68.40,86,68.90,75,63.30,56,64.10,22,69.70,467,6,0.00
9/14/2022 5:45,73.40,108,70.60,102,68.10,79,68.90,69,63.00,51,63.50,22,69.30,431,6,0.00
9/14/2022 5:50,74.20,116,71.20,108,68.70,85,68.90,74,63.50,55,64.30,24,69.90,462,6,0.00
9/14/2022 5:55,73.00,95,70.20,92,67.70,71,68.90,61,62.70,45,63.30,19,69.00,383,6,0.00
9/14/2022 6:00,69.80,99,67.40,95,65.00,73,68.90,63,60.80,47,62.10,20,66.70,397,6,0.00
9/14/2022 6:05,66.50,119,64.60,111,62.20,87,68.80,76,58.70,56,60.90,24,64.40,473,6,0.00
9/14/2022 6:10,67.50,123,65.40,114,63.00,90,68.80,79,59.40,59,61.30,24,65.10,489,6,0.00
9/14/2022 6:15,68.30,113,66.20,106,63.70,83,68.80,72,59.90,54,61.80,23,65.70,451,6,0.00
9/14/2022 6:20,65.90,123,64.10,114,61.80,90,68.80,79,58.40,59,60.70,25,64.00,490,6,0.00
9/14/2022 6:25,65.50,114,63.70,107,61.30,84,68.80,73,58.10,55,60.90,23,63.70,456,6,0.00
9/14/2022 6:30,64.50,134,62.90,122,60.60,97,68.80,85,57.50,62,59.60,27,63.00,527,6,0.00
9/14/2022 6:35,65.20,128,63.50,117,61.10,91,68.80,80,58.00,59,60.20,24,63.50,499,6,0.00
9/14/2022 6:40,65.40,137,63.60,124,61.30,99,68.80,87,58.10,64,60.40,28,63.70,539,6,0.00
9/14/2022 6:45,65.40,141,63.70,128,61.40,101,68.80,88,58.10,65,60.50,29,63.70,552,6,0.00
9/14/2022 6:50,64.90,132,63.30,121,60.90,96,68.80,83,57.80,61,60.20,27,63.30,520,6,0.00
9/14/2022 6:55,64.20,128,62.60,118,60.30,92,68.80,80,57.30,59,59.90,26,62.80,503,6,0.00
9/14/2022 7:00,64.40,138,62.80,125,60.50,98,68.80,86,57.50,63,59.70,27,63.00,537,6,0.00
9/14/2022 7:05,64.80,132,63.10,120,60.70,94,68.80,82,57.70,61,59.90,26,63.20,515,6,0.00
9/14/2022 7:10,64.60,138,63.00,125,60.60,99,68.80,86,57.60,63,60.20,27,63.10,538,6,0.00
9/14/2022 7:15,64.00,146,62.50,131,60.20,104,68.80,91,57.20,67,59.90,30,62.70,569,6,0.00
9/14/2022 7:20,59.30,142,58.40,129,56.30,102,68.70,89,54.30,65,58.20,28,59.40,555,6,0.00
9/14/2022 7:25,46.00,121,46.80,112,44.60,87,68.50,76,46.10,56,52.90,25,49.90,477,6,0.00
9/14/2022 7:30,53.30,123,53.10,114,50.90,89,68.60,77,50.60,57,55.70,26,55.10,486,6,0.00
9/14/2022 7:35,54.30,134,54.00,122,51.70,96,68.60,84,51.20,62,56.40,27,55.80,525,6,0.00
9/14/2022 7:40,54.60,133,54.30,121,52.00,95,68.60,83,51.40,61,56.40,27,56.00,520,6,0.00
9/14/2022 7:45,57.40,127,56.80,117,54.70,91,68.70,79,53.20,59,57.30,26,58.10,499,6,0.00
9/14/2022 7:50,49.60,138,50.10,125,48.20,98,68.60,86,48.40,63,54.40,29,52.60,539,6,0.00
9/14/2022 7:55,48.80,141,49.40,127,47.50,100,68.60,88,47.90,64,53.80,29,52.00,549,6,0.00
9/14/2022 8:00,47.40,140,48.10,126,45.90,100,68.50,87,47.00,64,53.70,29,50.90,546,6,0.00
9/14/2022 8:05,42.60,135,44.00,123,41.80,96,68.50,85,44.10,64,51.80,30,47.60,533,6,0.00
9/14/2022 8:10,36.50,130,38.80,120,36.70,95,68.40,84,40.40,63,49.60,28,43.40,520,6,0.00
9/14/2022 8:15,31.20,124,34.10,115,32.10,91,68.30,80,37.10,61,47.40,29,39.60,500,6,0.00
9/14/2022 8:20,29.90,128,33.00,117,31.00,92,68.30,81,36.30,61,46.90,27,38.60,506,6,0.00
9/14/2022 8:25,34.10,137,36.70,124,35.10,98,68.30,85,38.90,63,48.40,27,41.60,534,6,0.00
9/14/2022 8:30,45.20,127,46.40,117,44.50,92,68.50,80,45.70,59,52.40,28,49.50,503,6,0.00
9/14/2022 8:35,51.90,148,52.20,133,50.20,105,68.60,92,49.80,68,55.10,33,54.20,579,6,0.00
9/14/2022 8:40,52.80,132,52.80,120,50.70,94,68.60,82,50.30,61,55.60,27,54.80,516,6,0.00
9/14/2022 8:45,54.50,120,54.30,112,52.30,87,68.60,75,51.40,56,55.80,25,56.00,475,6,0.00
9/14/2022 8:50,55.20,122,54.80,112,52.50,88,68.60,76,51.80,56,55.80,24,56.40,478,6,0.00
9/14/2022 8:55,57.50,116,56.80,108,54.50,84,68.70,73,53.20,54,56.90,24,58.00,459,6,0.00
9/14/2022 9:00,62.40,116,61.10,108,58.90,84,68.80,73,56.20,54,59.00,25,61.50,460,6,0.00
9/14/2022 9:05,63.50,122,62.10,112,59.80,88,68.80,76,56.90,56,59.10,24,62.30,478,6,0.00
9/14/2022 9:10,64.70,119,63.00,111,60.60,86,68.80,75,57.60,55,59.70,24,63.10,470,6,0.00
9/14/2022 9:15,64.10,117,62.60,109,60.20,85,68.80,73,57.30,54,59.50,22,62.70,460,6,0.00
9/14/2022 9:20,65.70,123,63.90,114,61.50,89,68.80,77,58.30,57,60.30,25,63.90,485,6,0.00
9/14/2022 9:25,65.10,117,63.40,109,61.00,84,68.80,73,57.90,54,60.10,22,63.50,459,6,0.00
9/14/2022 9:30,63.80,128,62.30,117,59.90,92,68.80,80,57.10,59,59.50,26,62.50,502,6,0.00
9/14/2022 9:35,64.20,125,62.60,115,60.20,90,68.80,78,57.30,57,59.60,23,62.80,488,6,0.00
9/14/2022 9:40,64.10,124,62.50,114,60.20,89,68.80,78,57.30,57,59.90,26,62.80,488,6,0.00
9/14/2022 9:45,65.50,117,63.80,109,61.50,85,68.80,73,58.20,54,60.10,24,63.80,462,6,0.00
9/14/2022 9:50,65.30,115,63.50,107,61.20,84,68.80,72,58.00,53,60.20,23,63.60,454,6,0.00
9/14/2022 9:55,66.00,100,64.10,96,61.70,74,68.80,63,58.40,47,60.40,18,64.00,398,6,0.00
9/14/2022 10:00,66.10,117,64.20,109,61.80,85,68.80,74,58.50,54,60.20,22,64.10,461,6,0.00
9/14/2022 10:05,66.10,103,64.30,98,61.90,76,68.80,65,58.50,48,59.80,19,64.10,409,6,0.00
9/14/2022 10:10,66.80,123,64.80,113,62.50,88,68.80,77,58.90,57,60.50,25,64.60,483,6,0.00
9/14/2022 10:15,66.20,102,64.40,97,62.00,75,68.80,64,58.60,48,60.10,20,64.20,406,6,0.00
9/14/2022 10:20,66.70,124,64.80,114,62.50,89,68.80,78,58.90,57,60.70,25,64.60,487,6,0.00
9/14/2022 10:25,66.80,109,64.90,103,62.50,80,68.80,69,59.00,51,60.50,21,64.60,433,6,0.00
9/14/2022 10:30,67.60,110,65.60,104,63.20,80,68.80,70,59.50,52,60.70,22,65.20,438,6,0.00
9/14/2022 10:35,68.10,109,65.90,103,63.50,80,68.80,69,59.70,51,61.30,23,65.50,435,6,0.00
9/14/2022 10:40,69.00,113,66.70,106,64.30,82,68.90,71,60.30,53,61.70,22,66.20,447,6,0.00
9/14/2022 10:45,68.30,104,66.10,99,63.70,76,68.80,66,59.80,49,61.00,21,65.60,415,6,0.00
9/14/2022 10:50,67.00,114,65.00,107,62.50,83,68.80,72,59.00,53,60.30,22,64.70,451,6,0.00
9/14/2022 10:55,68.00,97,65.90,94,63.60,72,68.80,62,59.70,46,61.10,18,65.50,389,6,0.00
9/14/2022 11:00,69.10,104,66.90,99,64.40,76,68.90,66,60.40,49,61.80,19,66.30,413,6,0.00
9/14/2022 11:05,69.00,95,66.80,92,64.40,70,68.90,60,60.30,45,61.70,19,66.20,381,6,0.00
9/14/2022 11:10,67.00,91,65.00,89,62.60,68,68.80,58,59.10,43,59.90,16,64.70,365,6,0.00
9/14/2022 11:15,68.70,104,66.50,99,64.00,77,68.80,66,60.10,49,61.20,21,65.90,416,6,0.00
9/14/2022 11:20,67.50,101,65.40,96,63.10,74,68.80,63,59.30,47,61.00,18,65.10,399,6,0.00
9/14/2022 11:25,69.40,110,67.10,103,64.70,80,68.90,69,60.50,51,62.10,24,66.50,437,6,0.00
9/14/2022 11:30,69.20,101,66.90,97,64.50,74,68.90,64,60.40,48,62.10,20,66.30,404,6,0.00
9/14/2022 11:35,68.10,108,66.00,102,63.50,79,68.80,68,59.70,50,61.70,22,65.60,429,6,0.00
9/14/2022 11:40,67.70,102,65.60,97,63.20,75,68.80,64,59.50,48,61.00,18,65.30,404,6,0.00
9/14/2022 11:45,66.90,101,64.90,96,62.50,74,68.80,64,59.00,47,60.30,20,64.70,402,6,0.00
9/14/2022 11:50,67.00,92,65.00,90,62.60,69,68.80,59,59.00,44,60.60,18,64.70,372,6,0.00
9/14/2022 11:55,68.80,99,66.60,95,64.20,73,68.90,63,60.10,47,61.40,19,66.00,396,6,0.00
9/14/2022 12:00,68.30,75,66.20,77,63.70,58,68.80,49,59.90,37,60.80,16,65.60,312,6,0.00
9/14/2022 12:05,67.90,91,65.70,89,63.30,68,68.80,58,59.60,44,60.80,20,65.30,370,6,0.00
9/14/2022 12:10,70.10,96,67.70,93,65.30,71,68.90,61,61.00,46,61.90,21,66.90,388,6,0.00
9/14/2022 12:15,70.40,96,68.00,93,65.50,71,68.90,61,61.10,45,62.10,19,67.20,385,6,0.00
9/14/2022 12:20,68.20,107,66.10,101,63.70,78,68.80,67,59.80,50,61.20,20,65.70,423,6,0.00
9/14/2022 12:25,68.20,95,66.00,92,63.70,70,68.80,60,59.80,45,61.50,18,65.60,380,6,0.00
9/14/2022 12:30,67.90,109,65.80,103,63.40,80,68.80,69,59.60,51,60.60,22,65.40,434,6,0.00
9/14/2022 12:35,67.10,99,65.10,95,62.80,73,68.80,63,59.10,47,60.30,20,64.80,397,6,0.00
9/14/2022 12:40,68.10,99,65.90,95,63.50,73,68.80,63,59.70,47,60.50,19,65.50,396,6,0.00
9/14/2022 12:45,70.00,88,67.60,87,65.10,66,68.90,56,60.90,42,61.60,16,66.90,355,6,0.00
9/14/2022 12:50,69.00,96,66.70,93,64.30,71,68.90,61,60.30,45,61.30,19,66.20,385,6,0.00
9/14/2022 12:55,68.40,92,66.20,90,63.80,69,68.80,59,59.90,44,61.30,20,65.70,374,6,0.00
9/14/2022 13:00,69.00,89,66.70,88,64.30,67,68.90,57,60.30,43,61.10,18,66.10,362,6,0.00
9/14/2022 13:05,70.10,84,67.70,83,65.30,63,68.90,54,61.00,40,61.80,16,67.00,340,6,0.00
9/14/2022 13:10,71.80,90,69.20,88,66.70,67,68.90,57,62.00,43,63.00,17,68.20,362,6,0.00
9/14/2022 13:15,69.80,96,67.40,93,65.00,71,68.90,61,60.80,46,62.50,19,66.80,386,6,0.00
9/14/2022 13:20,69.70,96,67.30,93,64.90,71,68.90,61,60.70,45,62.10,19,66.70,385,6,0.00
9/14/2022 13:25,69.90,86,67.60,85,65.10,65,68.90,55,60.90,41,62.00,17,66.80,349,6,0.00
9/14/2022 13:30,70.00,95,67.60,92,65.20,70,68.90,60,60.90,45,61.80,18,66.90,380,6,0.00
9/14/2022 13:35,71.40,96,68.80,93,66.40,71,68.90,61,61.80,45,62.50,18,67.90,384,6,0.00
9/14/2022 13:40,70.60,85,68.20,84,65.70,64,68.90,54,61.30,41,62.10,17,67.30,345,6,0.00
9/14/2022 13:45,70.20,111,67.80,104,65.30,81,68.90,70,61.00,52,62.10,22,67.00,440,6,0.00
9/14/2022 13:50,68.90,93,66.60,91,64.30,69,68.90,59,60.20,44,61.30,17,66.10,373,6,0.00
9/14/2022 13:55,68.30,96,66.10,93,63.70,71,68.80,61,59.80,46,61.00,20,65.60,387,6,0.00
9/14/2022 14:00,68.30,93,66.20,90,63.70,69,68.80,59,59.90,44,61.30,19,65.70,374,6,0.00
9/14/2022 14:05,68.80,98,66.50,94,64.10,72,68.80,62,60.10,46,61.50,19,66.00,391,6,0.00
9/14/2022 14:10,68.70,81,66.50,81,64.00,61,68.80,52,60.10,39,61.50,15,65.90,329,6,0.00
9/14/2022 14:15,68.90,110,66.60,103,64.20,80,68.90,69,60.20,51,61.50,20,66.10,433,6,0.00
9/14/2022 14:20,70.40,95,68.00,92,65.60,71,68.90,61,61.20,45,62.20,18,67.20,382,6,0.00
